PhraseId,Sentiment
156419,somewhat positive
156420,neuteral
156421,neuteral
156422,neuteral
156423,neuteral
156424,neuteral
156425,neuteral
156426,neuteral
156427,neuteral
156428,neuteral
156429,neuteral
156430,neuteral
156431,neuteral
156432,neuteral
156433,neuteral
156434,neuteral
156435,neuteral
156436,neuteral
156437,neuteral
156438,neuteral
156439,neuteral
156440,neuteral
156441,neuteral
156442,neuteral
156443,neuteral
156444,neuteral
156445,neuteral
156446,neuteral
156447,neuteral
156448,neuteral
156449,neuteral
156450,neuteral
156451,neuteral
156452,neuteral
156453,neuteral
156454,neuteral
156455,neuteral
156456,neuteral
156457,neuteral
156458,neuteral
156459,neuteral
156460,neuteral
156461,neuteral
156462,neuteral
156463,neuteral
156464,neuteral
156465,neuteral
156466,somewhat positive
156467,somewhat positive
156468,somewhat negative
156469,somewhat negative
156470,neuteral
156471,neuteral
156472,neuteral
156473,neuteral
156474,neuteral
156475,neuteral
156476,neuteral
156477,neuteral
156478,neuteral
156479,neuteral
156480,neuteral
156481,neuteral
156482,neuteral
156483,neuteral
156484,neuteral
156485,neuteral
156486,neuteral
156487,neuteral
156488,neuteral
156489,neuteral
156490,neuteral
156491,neuteral
156492,neuteral
156493,neuteral
156494,neuteral
156495,neuteral
156496,neuteral
156497,neuteral
156498,neuteral
156499,neuteral
156500,neuteral
156501,neuteral
156502,neuteral
156503,neuteral
156504,neuteral
156505,neuteral
156506,neuteral
156507,neuteral
156508,neuteral
156509,neuteral
156510,neuteral
156511,neuteral
156512,neuteral
156513,neuteral
156514,neuteral
156515,neuteral
156516,neuteral
156517,neuteral
156518,neuteral
156519,neuteral
156520,neuteral
156521,neuteral
156522,neuteral
156523,neuteral
156524,neuteral
156525,neuteral
156526,neuteral
156527,neuteral
156528,neuteral
156529,neuteral
156530,neuteral
156531,neuteral
156532,neuteral
156533,neuteral
156534,neuteral
156535,neuteral
156536,neuteral
156537,neuteral
156538,neuteral
156539,neuteral
156540,neuteral
156541,neuteral
156542,somewhat negative
156543,neuteral
156544,neuteral
156545,neuteral
156546,neuteral
156547,neuteral
156548,neuteral
156549,neuteral
156550,neuteral
156551,neuteral
156552,neuteral
156553,neuteral
156554,neuteral
156555,neuteral
156556,neuteral
156557,neuteral
156558,neuteral
156559,neuteral
156560,neuteral
156561,neuteral
156562,neuteral
156563,neuteral
156564,neuteral
156565,neuteral
156566,neuteral
156567,somewhat negative
156568,somewhat negative
156569,somewhat negative
156570,neuteral
156571,somewhat negative
156572,neuteral
156573,somewhat negative
156574,neuteral
156575,somewhat negative
156576,somewhat negative
156577,neuteral
156578,somewhat negative
156579,somewhat negative
156580,neuteral
156581,neuteral
156582,neuteral
156583,somewhat negative
156584,somewhat negative
156585,neuteral
156586,somewhat negative
156587,neuteral
156588,somewhat negative
156589,somewhat negative
156590,somewhat negative
156591,somewhat negative
156592,neuteral
156593,somewhat positive
156594,somewhat positive
156595,neuteral
156596,somewhat positive
156597,neuteral
156598,neuteral
156599,neuteral
156600,neuteral
156601,neuteral
156602,neuteral
156603,neuteral
156604,neuteral
156605,neuteral
156606,neuteral
156607,somewhat positive
156608,somewhat positive
156609,somewhat positive
156610,somewhat positive
156611,neuteral
156612,neuteral
156613,neuteral
156614,neuteral
156615,neuteral
156616,neuteral
156617,neuteral
156618,neuteral
156619,neuteral
156620,neuteral
156621,neuteral
156622,neuteral
156623,neuteral
156624,neuteral
156625,neuteral
156626,neuteral
156627,neuteral
156628,somewhat negative
156629,somewhat negative
156630,somewhat negative
156631,somewhat negative
156632,neuteral
156633,neuteral
156634,neuteral
156635,neuteral
156636,neuteral
156637,neuteral
156638,neuteral
156639,neuteral
156640,somewhat negative
156641,neuteral
156642,neuteral
156643,neuteral
156644,neuteral
156645,neuteral
156646,neuteral
156647,neuteral
156648,neuteral
156649,neuteral
156650,somewhat negative
156651,somewhat negative
156652,somewhat negative
156653,neuteral
156654,somewhat negative
156655,somewhat negative
156656,somewhat negative
156657,neuteral
156658,neuteral
156659,neuteral
156660,neuteral
156661,neuteral
156662,neuteral
156663,neuteral
156664,neuteral
156665,neuteral
156666,somewhat negative
156667,somewhat negative
156668,somewhat negative
156669,neuteral
156670,neuteral
156671,neuteral
156672,neuteral
156673,somewhat negative
156674,somewhat negative
156675,neuteral
156676,somewhat negative
156677,neuteral
156678,neuteral
156679,neuteral
156680,neuteral
156681,neuteral
156682,neuteral
156683,neuteral
156684,negative
156685,negative
156686,somewhat negative
156687,somewhat negative
156688,somewhat negative
156689,somewhat negative
156690,somewhat negative
156691,somewhat negative
156692,neuteral
156693,neuteral
156694,neuteral
156695,neuteral
156696,neuteral
156697,neuteral
156698,neuteral
156699,neuteral
156700,neuteral
156701,neuteral
156702,neuteral
156703,neuteral
156704,neuteral
156705,neuteral
156706,neuteral
156707,neuteral
156708,neuteral
156709,neuteral
156710,neuteral
156711,neuteral
156712,neuteral
156713,neuteral
156714,neuteral
156715,neuteral
156716,neuteral
156717,neuteral
156718,neuteral
156719,neuteral
156720,neuteral
156721,neuteral
156722,neuteral
156723,neuteral
156724,neuteral
156725,neuteral
156726,neuteral
156727,neuteral
156728,neuteral
156729,neuteral
156730,neuteral
156731,neuteral
156732,neuteral
156733,neuteral
156734,neuteral
156735,neuteral
156736,neuteral
156737,neuteral
156738,neuteral
156739,neuteral
156740,neuteral
156741,neuteral
156742,neuteral
156743,neuteral
156744,neuteral
156745,neuteral
156746,neuteral
156747,neuteral
156748,neuteral
156749,neuteral
156750,neuteral
156751,neuteral
156752,neuteral
156753,neuteral
156754,somewhat positive
156755,somewhat positive
156756,somewhat positive
156757,somewhat positive
156758,neuteral
156759,neuteral
156760,neuteral
156761,neuteral
156762,neuteral
156763,neuteral
156764,somewhat positive
156765,somewhat positive
156766,neuteral
156767,somewhat positive
156768,neuteral
156769,neuteral
156770,neuteral
156771,neuteral
156772,neuteral
156773,neuteral
156774,neuteral
156775,neuteral
156776,neuteral
156777,neuteral
156778,somewhat positive
156779,neuteral
156780,somewhat positive
156781,somewhat positive
156782,somewhat positive
156783,somewhat positive
156784,somewhat negative
156785,somewhat positive
156786,neuteral
156787,neuteral
156788,somewhat positive
156789,somewhat positive
156790,somewhat positive
156791,somewhat positive
156792,neuteral
156793,neuteral
156794,neuteral
156795,neuteral
156796,neuteral
156797,neuteral
156798,neuteral
156799,neuteral
156800,neuteral
156801,neuteral
156802,neuteral
156803,neuteral
156804,neuteral
156805,neuteral
156806,neuteral
156807,neuteral
156808,neuteral
156809,neuteral
156810,neuteral
156811,neuteral
156812,positive
156813,somewhat negative
156814,neuteral
156815,somewhat negative
156816,neuteral
156817,somewhat negative
156818,neuteral
156819,somewhat negative
156820,somewhat negative
156821,neuteral
156822,neuteral
156823,somewhat negative
156824,somewhat negative
156825,neuteral
156826,neuteral
156827,neuteral
156828,neuteral
156829,neuteral
156830,positive
156831,positive
156832,somewhat positive
156833,somewhat positive
156834,somewhat positive
156835,somewhat positive
156836,somewhat positive
156837,somewhat positive
156838,somewhat positive
156839,somewhat positive
156840,neuteral
156841,somewhat positive
156842,somewhat positive
156843,neuteral
156844,somewhat negative
156845,somewhat negative
156846,somewhat negative
156847,neuteral
156848,somewhat positive
156849,somewhat positive
156850,neuteral
156851,neuteral
156852,neuteral
156853,neuteral
156854,neuteral
156855,neuteral
156856,neuteral
156857,neuteral
156858,somewhat negative
156859,somewhat negative
156860,neuteral
156861,neuteral
156862,neuteral
156863,neuteral
156864,somewhat positive
156865,somewhat positive
156866,somewhat positive
156867,neuteral
156868,neuteral
156869,somewhat negative
156870,somewhat negative
156871,somewhat negative
156872,somewhat negative
156873,somewhat negative
156874,somewhat negative
156875,somewhat negative
156876,somewhat negative
156877,somewhat negative
156878,neuteral
156879,neuteral
156880,somewhat negative
156881,somewhat negative
156882,neuteral
156883,neuteral
156884,neuteral
156885,neuteral
156886,neuteral
156887,neuteral
156888,neuteral
156889,neuteral
156890,neuteral
156891,neuteral
156892,neuteral
156893,neuteral
156894,neuteral
156895,neuteral
156896,neuteral
156897,neuteral
156898,neuteral
156899,neuteral
156900,somewhat positive
156901,somewhat positive
156902,somewhat positive
156903,neuteral
156904,somewhat positive
156905,somewhat positive
156906,somewhat positive
156907,neuteral
156908,somewhat positive
156909,somewhat positive
156910,somewhat positive
156911,neuteral
156912,neuteral
156913,neuteral
156914,neuteral
156915,somewhat positive
156916,somewhat positive
156917,neuteral
156918,somewhat positive
156919,neuteral
156920,neuteral
156921,neuteral
156922,neuteral
156923,neuteral
156924,neuteral
156925,neuteral
156926,neuteral
156927,neuteral
156928,neuteral
156929,neuteral
156930,neuteral
156931,neuteral
156932,neuteral
156933,neuteral
156934,neuteral
156935,neuteral
156936,neuteral
156937,neuteral
156938,neuteral
156939,neuteral
156940,somewhat positive
156941,somewhat positive
156942,neuteral
156943,neuteral
156944,neuteral
156945,neuteral
156946,somewhat positive
156947,neuteral
156948,somewhat positive
156949,neuteral
156950,neuteral
156951,neuteral
156952,neuteral
156953,neuteral
156954,neuteral
156955,neuteral
156956,neuteral
156957,neuteral
156958,neuteral
156959,neuteral
156960,neuteral
156961,neuteral
156962,neuteral
156963,neuteral
156964,neuteral
156965,neuteral
156966,neuteral
156967,neuteral
156968,neuteral
156969,neuteral
156970,neuteral
156971,neuteral
156972,neuteral
156973,neuteral
156974,neuteral
156975,neuteral
156976,neuteral
156977,neuteral
156978,neuteral
156979,neuteral
156980,neuteral
156981,neuteral
156982,neuteral
156983,neuteral
156984,neuteral
156985,neuteral
156986,neuteral
156987,somewhat positive
156988,somewhat positive
156989,neuteral
156990,neuteral
156991,neuteral
156992,neuteral
156993,neuteral
156994,neuteral
156995,neuteral
156996,neuteral
156997,neuteral
156998,neuteral
156999,neuteral
157000,neuteral
157001,neuteral
157002,neuteral
157003,neuteral
157004,neuteral
157005,neuteral
157006,neuteral
157007,neuteral
157008,neuteral
157009,neuteral
157010,neuteral
157011,somewhat negative
157012,neuteral
157013,neuteral
157014,neuteral
157015,neuteral
157016,somewhat negative
157017,somewhat negative
157018,neuteral
157019,neuteral
157020,neuteral
157021,neuteral
157022,somewhat negative
157023,somewhat negative
157024,somewhat negative
157025,somewhat negative
157026,neuteral
157027,somewhat negative
157028,somewhat negative
157029,somewhat negative
157030,neuteral
157031,somewhat negative
157032,somewhat negative
157033,somewhat negative
157034,somewhat negative
157035,somewhat negative
157036,neuteral
157037,neuteral
157038,positive
157039,positive
157040,positive
157041,neuteral
157042,neuteral
157043,neuteral
157044,neuteral
157045,neuteral
157046,neuteral
157047,somewhat positive
157048,neuteral
157049,neuteral
157050,neuteral
157051,neuteral
157052,neuteral
157053,neuteral
157054,neuteral
157055,neuteral
157056,neuteral
157057,neuteral
157058,neuteral
157059,neuteral
157060,neuteral
157061,neuteral
157062,neuteral
157063,neuteral
157064,somewhat positive
157065,somewhat positive
157066,neuteral
157067,somewhat positive
157068,somewhat positive
157069,somewhat positive
157070,neuteral
157071,neuteral
157072,neuteral
157073,neuteral
157074,negative
157075,negative
157076,negative
157077,neuteral
157078,negative
157079,negative
157080,negative
157081,somewhat negative
157082,neuteral
157083,neuteral
157084,neuteral
157085,neuteral
157086,neuteral
157087,neuteral
157088,neuteral
157089,neuteral
157090,neuteral
157091,neuteral
157092,neuteral
157093,neuteral
157094,neuteral
157095,neuteral
157096,somewhat positive
157097,somewhat positive
157098,neuteral
157099,neuteral
157100,neuteral
157101,neuteral
157102,neuteral
157103,neuteral
157104,somewhat positive
157105,somewhat positive
157106,somewhat positive
157107,somewhat positive
157108,somewhat positive
157109,somewhat positive
157110,somewhat positive
157111,somewhat positive
157112,somewhat positive
157113,neuteral
157114,somewhat positive
157115,somewhat positive
157116,neuteral
157117,neuteral
157118,neuteral
157119,neuteral
157120,somewhat positive
157121,somewhat positive
157122,somewhat positive
157123,neuteral
157124,neuteral
157125,somewhat positive
157126,neuteral
157127,somewhat positive
157128,neuteral
157129,somewhat positive
157130,somewhat negative
157131,somewhat negative
157132,somewhat negative
157133,somewhat negative
157134,somewhat negative
157135,neuteral
157136,somewhat negative
157137,neuteral
157138,neuteral
157139,neuteral
157140,neuteral
157141,neuteral
157142,neuteral
157143,neuteral
157144,neuteral
157145,neuteral
157146,neuteral
157147,neuteral
157148,neuteral
157149,neuteral
157150,neuteral
157151,neuteral
157152,neuteral
157153,neuteral
157154,neuteral
157155,neuteral
157156,neuteral
157157,neuteral
157158,neuteral
157159,neuteral
157160,neuteral
157161,neuteral
157162,neuteral
157163,neuteral
157164,neuteral
157165,somewhat negative
157166,somewhat negative
157167,neuteral
157168,neuteral
157169,neuteral
157170,somewhat negative
157171,neuteral
157172,somewhat negative
157173,neuteral
157174,neuteral
157175,neuteral
157176,neuteral
157177,somewhat positive
157178,somewhat positive
157179,neuteral
157180,neuteral
157181,neuteral
157182,neuteral
157183,somewhat positive
157184,neuteral
157185,somewhat positive
157186,neuteral
157187,neuteral
157188,somewhat positive
157189,somewhat positive
157190,somewhat positive
157191,neuteral
157192,neuteral
157193,neuteral
157194,neuteral
157195,neuteral
157196,neuteral
157197,neuteral
157198,neuteral
157199,neuteral
157200,neuteral
157201,neuteral
157202,neuteral
157203,neuteral
157204,neuteral
157205,neuteral
157206,neuteral
157207,neuteral
157208,neuteral
157209,neuteral
157210,neuteral
157211,neuteral
157212,neuteral
157213,neuteral
157214,neuteral
157215,neuteral
157216,somewhat positive
157217,neuteral
157218,neuteral
157219,neuteral
157220,neuteral
157221,neuteral
157222,neuteral
157223,neuteral
157224,neuteral
157225,neuteral
157226,neuteral
157227,neuteral
157228,neuteral
157229,neuteral
157230,neuteral
157231,neuteral
157232,neuteral
157233,neuteral
157234,neuteral
157235,neuteral
157236,neuteral
157237,neuteral
157238,neuteral
157239,neuteral
157240,neuteral
157241,neuteral
157242,neuteral
157243,neuteral
157244,somewhat negative
157245,somewhat negative
157246,somewhat negative
157247,somewhat negative
157248,neuteral
157249,neuteral
157250,neuteral
157251,neuteral
157252,neuteral
157253,neuteral
157254,neuteral
157255,neuteral
157256,neuteral
157257,neuteral
157258,neuteral
157259,neuteral
157260,neuteral
157261,neuteral
157262,neuteral
157263,neuteral
157264,neuteral
157265,neuteral
157266,neuteral
157267,neuteral
157268,neuteral
157269,neuteral
157270,neuteral
157271,neuteral
157272,neuteral
157273,neuteral
157274,neuteral
157275,neuteral
157276,neuteral
157277,neuteral
157278,neuteral
157279,neuteral
157280,neuteral
157281,neuteral
157282,neuteral
157283,neuteral
157284,neuteral
157285,neuteral
157286,neuteral
157287,neuteral
157288,neuteral
157289,neuteral
157290,positive
157291,somewhat positive
157292,somewhat positive
157293,neuteral
157294,somewhat positive
157295,somewhat positive
157296,neuteral
157297,neuteral
157298,neuteral
157299,neuteral
157300,neuteral
157301,neuteral
157302,neuteral
157303,neuteral
157304,neuteral
157305,negative
157306,somewhat positive
157307,somewhat positive
157308,somewhat positive
157309,neuteral
157310,neuteral
157311,neuteral
157312,somewhat positive
157313,somewhat positive
157314,neuteral
157315,neuteral
157316,neuteral
157317,neuteral
157318,neuteral
157319,neuteral
157320,neuteral
157321,neuteral
157322,neuteral
157323,neuteral
157324,neuteral
157325,neuteral
157326,neuteral
157327,neuteral
157328,neuteral
157329,neuteral
157330,neuteral
157331,neuteral
157332,neuteral
157333,neuteral
157334,neuteral
157335,neuteral
157336,neuteral
157337,neuteral
157338,neuteral
157339,neuteral
157340,neuteral
157341,neuteral
157342,neuteral
157343,neuteral
157344,neuteral
157345,neuteral
157346,neuteral
157347,neuteral
157348,neuteral
157349,neuteral
157350,somewhat positive
157351,somewhat positive
157352,somewhat positive
157353,neuteral
157354,neuteral
157355,neuteral
157356,negative
157357,negative
157358,negative
157359,neuteral
157360,neuteral
157361,neuteral
157362,neuteral
157363,neuteral
157364,neuteral
157365,neuteral
157366,neuteral
157367,neuteral
157368,neuteral
157369,neuteral
157370,neuteral
157371,neuteral
157372,neuteral
157373,neuteral
157374,neuteral
157375,neuteral
157376,neuteral
157377,neuteral
157378,neuteral
157379,somewhat negative
157380,neuteral
157381,somewhat negative
157382,somewhat positive
157383,neuteral
157384,neuteral
157385,neuteral
157386,neuteral
157387,neuteral
157388,neuteral
157389,neuteral
157390,neuteral
157391,neuteral
157392,neuteral
157393,neuteral
157394,neuteral
157395,neuteral
157396,neuteral
157397,neuteral
157398,neuteral
157399,neuteral
157400,neuteral
157401,neuteral
157402,neuteral
157403,neuteral
157404,neuteral
157405,neuteral
157406,neuteral
157407,neuteral
157408,neuteral
157409,neuteral
157410,neuteral
157411,neuteral
157412,neuteral
157413,neuteral
157414,neuteral
157415,somewhat positive
157416,somewhat positive
157417,somewhat positive
157418,neuteral
157419,neuteral
157420,neuteral
157421,neuteral
157422,neuteral
157423,neuteral
157424,neuteral
157425,neuteral
157426,neuteral
157427,neuteral
157428,neuteral
157429,neuteral
157430,neuteral
157431,neuteral
157432,neuteral
157433,neuteral
157434,neuteral
157435,neuteral
157436,neuteral
157437,neuteral
157438,neuteral
157439,neuteral
157440,somewhat positive
157441,somewhat positive
157442,neuteral
157443,neuteral
157444,neuteral
157445,neuteral
157446,neuteral
157447,neuteral
157448,neuteral
157449,neuteral
157450,neuteral
157451,neuteral
157452,neuteral
157453,neuteral
157454,neuteral
157455,neuteral
157456,neuteral
157457,neuteral
157458,neuteral
157459,neuteral
157460,somewhat negative
157461,somewhat negative
157462,somewhat negative
157463,neuteral
157464,neuteral
157465,neuteral
157466,somewhat negative
157467,somewhat negative
157468,somewhat negative
157469,somewhat negative
157470,somewhat positive
157471,neuteral
157472,somewhat positive
157473,somewhat positive
157474,somewhat positive
157475,somewhat positive
157476,somewhat positive
157477,neuteral
157478,somewhat positive
157479,somewhat positive
157480,somewhat positive
157481,neuteral
157482,neuteral
157483,neuteral
157484,neuteral
157485,neuteral
157486,somewhat positive
157487,somewhat positive
157488,neuteral
157489,neuteral
157490,neuteral
157491,neuteral
157492,neuteral
157493,neuteral
157494,somewhat positive
157495,somewhat positive
157496,neuteral
157497,somewhat positive
157498,neuteral
157499,somewhat positive
157500,neuteral
157501,neuteral
157502,somewhat positive
157503,somewhat positive
157504,neuteral
157505,neuteral
157506,neuteral
157507,neuteral
157508,neuteral
157509,neuteral
157510,neuteral
157511,neuteral
157512,neuteral
157513,neuteral
157514,neuteral
157515,neuteral
157516,neuteral
157517,neuteral
157518,neuteral
157519,neuteral
157520,neuteral
157521,neuteral
157522,neuteral
157523,neuteral
157524,neuteral
157525,neuteral
157526,neuteral
157527,neuteral
157528,neuteral
157529,neuteral
157530,neuteral
157531,neuteral
157532,neuteral
157533,neuteral
157534,neuteral
157535,neuteral
157536,neuteral
157537,neuteral
157538,neuteral
157539,neuteral
157540,neuteral
157541,neuteral
157542,neuteral
157543,neuteral
157544,neuteral
157545,neuteral
157546,neuteral
157547,neuteral
157548,neuteral
157549,neuteral
157550,neuteral
157551,neuteral
157552,neuteral
157553,neuteral
157554,neuteral
157555,neuteral
157556,neuteral
157557,neuteral
157558,neuteral
157559,neuteral
157560,neuteral
157561,neuteral
157562,neuteral
157563,neuteral
157564,neuteral
157565,neuteral
157566,neuteral
157567,neuteral
157568,neuteral
157569,neuteral
157570,neuteral
157571,neuteral
157572,neuteral
157573,neuteral
157574,neuteral
157575,neuteral
157576,neuteral
157577,neuteral
157578,neuteral
157579,neuteral
157580,neuteral
157581,neuteral
157582,neuteral
157583,neuteral
157584,neuteral
157585,neuteral
157586,somewhat negative
157587,somewhat negative
157588,somewhat negative
157589,neuteral
157590,neuteral
157591,somewhat negative
157592,somewhat negative
157593,somewhat negative
157594,somewhat negative
157595,neuteral
157596,neuteral
157597,neuteral
157598,neuteral
157599,neuteral
157600,neuteral
157601,neuteral
157602,somewhat negative
157603,somewhat negative
157604,neuteral
157605,neuteral
157606,neuteral
157607,neuteral
157608,neuteral
157609,neuteral
157610,neuteral
157611,neuteral
157612,neuteral
157613,neuteral
157614,somewhat negative
157615,somewhat negative
157616,somewhat negative
157617,somewhat negative
157618,neuteral
157619,neuteral
157620,neuteral
157621,neuteral
157622,neuteral
157623,neuteral
157624,somewhat negative
157625,neuteral
157626,neuteral
157627,neuteral
157628,neuteral
157629,neuteral
157630,neuteral
157631,somewhat negative
157632,neuteral
157633,neuteral
157634,somewhat negative
157635,somewhat negative
157636,somewhat negative
157637,neuteral
157638,somewhat negative
157639,somewhat negative
157640,somewhat negative
157641,somewhat negative
157642,somewhat negative
157643,neuteral
157644,somewhat negative
157645,somewhat negative
157646,somewhat negative
157647,somewhat negative
157648,somewhat negative
157649,neuteral
157650,neuteral
157651,neuteral
157652,neuteral
157653,neuteral
157654,neuteral
157655,neuteral
157656,neuteral
157657,neuteral
157658,neuteral
157659,neuteral
157660,neuteral
157661,neuteral
157662,neuteral
157663,neuteral
157664,neuteral
157665,neuteral
157666,somewhat positive
157667,neuteral
157668,neuteral
157669,neuteral
157670,neuteral
157671,neuteral
157672,neuteral
157673,neuteral
157674,neuteral
157675,somewhat negative
157676,somewhat negative
157677,somewhat negative
157678,neuteral
157679,neuteral
157680,neuteral
157681,somewhat negative
157682,somewhat positive
157683,somewhat positive
157684,somewhat positive
157685,somewhat positive
157686,somewhat positive
157687,somewhat positive
157688,somewhat positive
157689,neuteral
157690,neuteral
157691,neuteral
157692,neuteral
157693,neuteral
157694,neuteral
157695,neuteral
157696,neuteral
157697,neuteral
157698,neuteral
157699,neuteral
157700,neuteral
157701,neuteral
157702,neuteral
157703,neuteral
157704,neuteral
157705,neuteral
157706,neuteral
157707,neuteral
157708,neuteral
157709,neuteral
157710,neuteral
157711,neuteral
157712,neuteral
157713,neuteral
157714,neuteral
157715,neuteral
157716,somewhat positive
157717,somewhat positive
157718,somewhat positive
157719,neuteral
157720,somewhat positive
157721,somewhat positive
157722,neuteral
157723,neuteral
157724,neuteral
157725,neuteral
157726,neuteral
157727,somewhat positive
